date,location,latitude,longitude,internal_point_latitude,internal_point_longitude
5/11/17,"Bozeman, MT",45.677,-111.043,40.2870481,-74.1524456
5/11/17,"Boston, MA",42.36,-71.059,40.3110682,-79.4666879
5/11/17,"Dover, DE",39.158,-75.524,47.0514151,-122.1532418
5/11/17,"Providence, RI",41.824,-71.413,39.865669,-74.2588636
5/11/17,"Oyster Bay, NY",40.789,-73.536,40.6580933,-105.4867638
5/11/17,"Shrewsbury, NJ",40.33,-74.062,45.9369867,-108.2766564
5/11/17,"Rostraver Township, PA",40.165,-79.807,44.0034295,-92.4067216
5/11/17,"Puyallup, WA",47.185,-122.293,43.0324971,-85.547446
5/12/17,"Lakewood, NJ",40.082,-74.21,38.3280675,-81.5235156
5/12/17,"Fort Collins, CO",40.585,-105.084,41.7547699,-73.7400411
5/12/17,"Billings, MT",45.783,-108.501,39.6659588,-121.6019188
5/12/17,"Rochester, MN",44.012,-92.48,41.9395938,-88.4280395
5/12/17,"Grand Rapids, MI",42.963,-85.668,30.0534195,-89.9345018
5/12/17,"Charleston, WV",38.35,-81.633,36.1691287,-86.7847898
5/12/17,"Amenia, NY",41.849,-73.557,45.5180536,-111.1639214
5/12/17,"Oroville, CA",39.514,-121.556,41.8697652,-71.5786261
5/12/17,"Geneva, IL",41.888,-88.305,42.3385513,-71.018253
5/12/17,"New Orleans, LA",29.951,-90.072,38.1895321,-85.6576243
5/12/17,"Nashville, TN",36.163,-86.782,42.3385513,-71.018253
5/12/17,"Belgrade, MT",45.776,-111.177,38.0376579,-78.4853806
5/13/17,"Providence, RI",41.824,-71.413,41.1727868,-75.9760345
5/13/17,"Boston, MA",42.36,-71.059,38.0309328,-81.0860508
5/13/17,"Louisville, KY",38.253,-85.758,37.6026332,-109.7915742
5/13/17,"Boston, MA",42.36,-71.059,37.3990161,-79.1954582
5/13/17,"Charlottesville, VA",38.029,-78.477,46.4565581,-120.7401446
5/13/17,"Wilkes-Barre, PA",41.246,-75.881,34.1963983,-118.2618616
5/13/17,"Oak Hill, WV",37.972,-81.149,39.005441,-94.3433259
5/13/17,"White Mesa, UT",37.466,-109.468,35.0540019,-106.6690645
5/13/17,"Lynchburg, VA",37.414,-79.142,46.998431,-88.6519079
5/13/17,"Yakima, WA",46.602,-120.506,25.6105796,-80.4991365
5/13/17,"Rancho Palos Verdes, CA",33.744,-118.387,39.005441,-94.3433259
5/13/17,"Kansas City, MO",39.1,-94.579,40.7296118,-73.5894144
5/13/17,"Albuquerque, NM",35.085,-106.606,31.549493,-97.2014721
5/13/17,"Houghton, MI",47.121,-88.569,30.4165357,-89.0833762
5/13/17,"Miami, FL",25.762,-80.192,41.2703281,-111.8767944
5/13/17,"Blue Springs, MO",39.017,-94.282,30.2395128,-97.6912697
5/13/17,"Rockville Center, NY",40.659,-73.641,42.4817114,-71.3949166
5/13/17,"Waco, TX",31.549,-97.147,30.2395128,-97.6912697
5/13/17,"Gulfport, MS",30.367,-89.093,47.6396874,-122.6496358
5/13/17,"Roy City, UT",41.162,-112.026,38.0376579,-78.4853806
5/13/17,"Austin, TX",30.267,-97.743,38.9041031,-77.017229
5/13/17,"Concord, NH",42.46,-71.349,38.4500161,-121.3404408
5/14/17,"Austin, TX",30.267,-97.743,42.2523272,-83.8446336
5/14/17,"Bangor, WA",47.721,-122.746,44.1676811,-70.2074347
5/14/17,"Charlottesville, VA",38.029,-78.477,38.6407022,-90.4459541
5/14/17,"Washington, DC",38.907,-77.037,40.2099992,-75.3702011
5/15/17,"Sacramento, CA",38.582,-121.494,40.7296118,-73.5894144
5/15/17,"Welch Hall, Ypsilanti, MI",42.281,-83.743,38.9041031,-77.017229
5/15/17,"Auburn, ME",44.098,-70.231,43.4514767,-116.244376
5/15/17,"Hazelwood, MO",38.771,-90.371,40.6678828,-111.9242397
5/15/17,"Norristown, PA",40.121,-75.34,40.9091603,-77.8478297
5/15/17,"Roslyn Heights, NY",40.789,-73.647,38.4500161,-121.3404408
5/15/17,"Washington, DC",38.907,-77.037,28.514435,-81.323295
5/15/17,"Boise, ID",43.619,-116.215,42.4817114,-71.3949166
5/15/17,"Salt Lake City, UT",40.761,-111.891,26.649124,-80.4483739
5/15/17,"Bellefonte, PA",40.913,-77.778,39.3000324,-76.6104761
5/15/17,"Sacramento, CA",38.582,-121.494,41.8942937,-87.6454546
5/15/17,"Orlando, FL",28.538,-81.379,44.0034295,-92.4067216
5/15/17,"Waltham High School, Waltham, MA",42.395,-71.231,42.752759,-78.7781922
5/15/17,"Riviera Beach, FL",26.775,-80.058,41.3497173,-72.9002037
5/15/17,"Baltimore, MD",39.29,-76.612,41.1218513,-81.5349361
5/15/17,"Chicago, IL",41.878,-87.63,39.7829759,-86.1357939
5/15/17,"Rochester, MN",44.012,-92.48,36.1691287,-86.7847898
5/15/17,"Buffalo, NY",42.886,-78.878,42.4530063,-76.4734835
5/16/17,"New Haven, CT",41.308,-72.928,38.9041031,-77.017229
5/16/17,"Cuyahoga Falls, OH",41.134,-81.485,38.9041031,-77.017229
5/16/17,"Indianapolis, IN",39.768,-86.158,38.9041031,-77.017229
5/16/17,"West Nashville, TN",36.159,-86.846,41.8697652,-71.5786261
5/16/17,"Ithaca, NY",42.444,-76.502,38.5251824,-122.9261095
5/16/17,"White House, Washington, DC",38.898,-77.037,48.8426531,-121.8364325
5/16/17,"Turkish Embassy, Washington, DC",38.916,-77.056,40.4697574,-79.9804515
5/16/17,"Turkish Embassy, Washington, DC",38.916,-77.056,36.2142575,-115.013812
5/16/17,"Providence, RI",41.824,-71.413,40.2825026,-74.703724
5/16/17,"Santa Rosa, CA",38.44,-122.714,47.0514151,-122.1532418
5/16/17,"Bellingham, WA",48.752,-122.479,41.4726517,-72.1086339
5/17/17,"Pittsburgh, PA",40.441,-79.996,41.4726517,-72.1086339
5/17/17,"Las Vegas, NV",36.17,-115.14,41.1727868,-75.9760345
5/17/17,"Trenton, NJ",40.217,-74.743,37.6471385,-121.912488
5/17/17,"Tacoma, WA",47.253,-122.444,42.5882401,-73.9740095
5/17/17,"McKinley Park, New London, CT",41.37,-72.103,41.8942937,-87.6454546
5/17/17,"McKinley Park, New London, CT",41.37,-72.103,38.6407022,-90.4459541
5/17/17,"Kingston, PA",41.262,-75.897,45.0152499,-93.1001408
5/17/17,"Oakland, CA",37.804,-122.271,33.0236041,-116.7761174
5/17/17,"Albany, NY",42.653,-73.756,46.1818612,-117.2277813
5/18/17,"Chicago, IL",41.878,-87.63,41.1374609,-74.6919141
5/18/17,"Hazelwood, MO",38.771,-90.371,40.4697574,-79.9804515
5/18/17,"St. Paul, MN",44.954,-93.09,32.3499198,-106.8349691
5/18/17,"San Diego, CA",32.716,-117.161,41.2274128,-73.3670614
5/18/17,"Vernon Park, Clarkston, WA",46.41,-117.046,36.1203177,-95.9418132
5/18/17,"Vernon, NJ",41.195,-74.494,43.2923259,-84.60469
5/18/17,"Pittsburgh, PA",40.441,-79.996,45.5476932,-122.4171728
5/18/17,"Las Cruces, NM",32.32,-106.764,40.5612628,-74.1398995
5/18/17,"Bridgeport, CT",41.187,-73.195,38.0200703,-87.5861659
5/18/17,"Tulsa, OK",36.154,-95.993,41.3497173,-72.9002037
5/18/17,"Alma, MI",43.379,-84.66,41.7547699,-73.7400411
5/18/17,"Portland, OR",45.523,-122.676,38.4500161,-121.3404408
5/19/17,"Staten Island, NY",40.58,-74.15,35.1837942,-89.895397
5/19/17,"Evansville, IN",37.972,-87.571,35.1837942,-89.895397
5/19/17,"New Haven, CT",41.308,-72.928,40.4979217,-78.3106362
5/19/17,"Poughkeepsie, NY",41.7,-73.921,42.3385513,-71.018253
5/19/17,"Sacramento, CA",38.582,-121.494,26.5590348,-81.8919943
5/20/17,"Court Square, Memphis, TN",35.147,-90.052,41.1374609,-74.6919141
5/20/17,"Court Square, Memphis, TN",35.147,-90.052,37.3027754,-75.9240177
5/20/17,"Altoona, PA",40.519,-78.395,41.3000142,-80.2527863
5/20/17,"Boston, MA",42.36,-71.059,41.3000142,-80.2527863
5/20/17,"Fort Myers, FL",26.641,-81.872,34.1963983,-118.2618616
5/20/17,"Franklin, NJ",41.122,-74.58,41.0918553,-85.0722302
5/20/17,"Willis Wharf, VA",37.516,-75.807,44.4170119,-69.7657639
5/20/17,"Grove City, PA",41.158,-80.089,41.6848158,-93.568971
5/20/17,"Grove City, PA",41.158,-80.089,42.0779506,-91.5976735
5/20/17,"Duarte, CA",34.139,-117.977,42.4715414,-92.3080334
5/20/17,"Fort Wayne, IN",41.079,-85.139,41.6688774,-91.5889245
5/20/17,"Augusta, ME",44.311,-69.779,42.3932198,-96.0532956
5/20/17,"East Village, IA",41.592,-93.609,34.1963983,-118.2618616
5/20/17,"Cedar Raids, IA",41.978,-91.666,31.7664803,-106.2414237
5/20/17,"Waterloo, IA",42.493,-92.343,25.6105796,-80.4991365
5/20/17,"Iowa City, IA",41.661,-91.53,36.1203177,-95.9418132
5/20/17,"Sioux City, IA",42.5,-96.4,36.0439535,-79.4005733
5/20/17,"Los Angeles, CA",34.052,-118.244,36.0439535,-79.4005733
5/20/17,"El Paso, TX",31.762,-106.485,40.8487111,-73.852939
5/20/17,"Miami, FL",25.762,-80.192,38.9041031,-77.017229
5/20/17,"Tulsa, OK",36.154,-95.993,40.6678828,-111.9242397
5/20/17,"Graham, NC",36.069,-79.401,41.3497173,-72.9002037
5/20/17,"Graham, NC",36.069,-79.401,38.4500161,-121.3404408
5/20/17,"Bronx, NY",40.845,-73.865,40.6598707,-74.3086957
5/20/17,"Washington, DC",38.907,-77.037,41.6176989,-86.2881592
5/20/17,"Salt Lake City, UT",40.761,-111.891,42.4634808,-90.8787708
5/21/17,"New Haven, CT",41.308,-72.928,41.4402841,-75.6096661
5/21/17,"Sacramento, CA",38.582,-121.494,26.1935353,-80.4766834
5/21/17,"Elizabeth, NJ",40.664,-74.211,40.4125646,-76.7926343
5/21/17,"South Bend, IN",41.676,-86.252,41.3497173,-72.9002037
5/21/17,"Dubuque, IA",42.501,-90.665,42.9885989,-71.0990719
5/21/17,"Scranton, PA",41.409,-75.662,33.3616045,-104.4698374
5/21/17,"Oakland Park, FL",26.172,-80.132,41.760392,-81.7242168
5/22/17,"Harrisburg, PA",40.273,-76.887,34.1963983,-118.2618616
5/22/17,"New Haven, CT",41.308,-72.928,40.4139565,-75.9268598
5/22/17,"Newington, NH",43.1,-70.834,38.6795954,-121.9024412
5/22/17,"Roswell, NM",33.394,-104.523,40.4125646,-76.7926343
5/22/17,"Cleveland, OH",41.499,-81.694,39.9695753,-83.0068645
5/22/17,"Los Angeles, CA",34.052,-118.244,44.9477454,-91.8976612
5/22/17,"Reading, PA",40.336,-75.927,40.13898,-88.1969959
5/22/17,"Woodland, CA",38.679,-121.773,42.6604518,-83.3842103
5/22/17,"Harrisburg, PA",40.273,-76.887,34.1963983,-118.2618616
5/22/17,"City Hall, Columbus, OH",39.963,-83.003,35.6850913,-106.8831191
5/22/17,"Menomonie, WI",44.876,-91.919,43.7451995,-87.7321195
5/22/17,"Champaign, IL",40.116,-88.243,45.5476932,-122.4171728
5/22/17,"City Hall, Royal Oak, MI",42.489,-83.143,38.6356988,-90.2445816
5/23/17,"Long Beach, CA",33.77,-118.194,38.6356988,-90.2445816
5/23/17,"Bernalillo, NM",35.3,-106.551,38.5032331,-92.2800271
5/23/17,"Sheboygan, WI",43.751,-87.715,41.8942937,-87.6454546
5/23/17,"Rockwood, OR",45.519,-122.476,41.1374609,-74.6919141
5/23/17,"St. Louis, MO",38.627,-90.199,39.7537357,-84.2905915
5/23/17,"St. Louis, MO",38.627,-90.199,42.3385513,-71.018253
5/23/17,"Jefferson City, MO",38.577,-92.174,40.5612628,-74.1398995
5/24/17,"Chicago, IL",41.878,-87.63,42.752759,-78.7781922
5/24/17,"Lafayette, NJ",41.098,-74.688,41.1527698,-73.745912
5/24/17,"Dayton, OH",39.759,-84.192,38.6356988,-90.2445816
5/24/17,"Boston, MA",42.36,-71.059,38.6356988,-90.2445816
5/24/17,"Staten Island, NY",40.58,-74.15,46.9358216,-122.8301524
5/24/17,"Buffalo, NY",42.886,-78.878,36.2142575,-115.013812
5/24/17,"Mohegan Lake, NY",41.318,-73.846,41.8520581,-88.0860383
5/24/17,"St. Louis, MO",38.627,-90.199,45.1604934,-122.1951274
5/24/17,"St. Louis, MO",38.627,-90.199,40.4139565,-75.9268598
5/24/17,"Olympia, WA",47.038,-122.901,45.0152499,-93.1001408
5/24/17,"Las Vegas, NV",36.17,-115.14,44.1676811,-70.2074347
5/24/17,"Oak Brook, IL",41.84,-87.954,35.3466288,-118.7295064
5/24/17,"Wilsonville, OR",45.3,-122.774,35.3852242,-120.4475445
5/24/17,"Reading, PA",40.336,-75.927,43.0674684,-89.4178523
5/24/17,"St. Paul, MN",44.954,-93.09,38.1895321,-85.6576243
5/24/17,"Lewiston, ME",44.1,-70.215,41.1374609,-74.6919141
5/25/17,"Bakersfield, CA",35.373,-119.019,35.1837942,-89.895397
5/25/17,"San Luis Obispo, CA",35.283,-120.66,43.5551053,-73.8381388
5/25/17,"Madison, WI",43.073,-89.401,39.1969272,-84.5441868
5/25/17,"Louisville, KY",38.253,-85.758,33.0821859,-80.4046966
5/25/17,"Lafayette, NJ",41.098,-74.688,42.1361975,-72.6356476
5/25/17,"City Hall, Memphis, TN",35.149,-90.052,43.6997112,-83.9787007
5/25/17,"Glens Falls, NY",43.31,-73.644,40.0915047,-82.4834352
5/25/17,"Hamilton County Courthouse, Cincinnati, OH",39.107,-84.51,47.0514151,-122.1532418
5/25/17,"Hutchinson Square, Summerville, SC",33.02,-80.175,38.9041031,-77.017229
5/25/17,"Springfield, MA",42.101,-72.59,41.472247,-87.3743368
5/25/17,"Wenonah Park, Bay City, MI",43.598,-83.891,40.0419921,-76.250198
5/25/17,"Newark, OH",40.058,-82.401,29.4486708,-98.5201465
5/25/17,"Puyallup, WA",47.185,-122.293,33.6756872,-117.7772068
5/25/17,"Washington, DC",38.907,-77.037,35.1837942,-89.895397
5/26/17,"Gary, IN",41.593,-87.346,45.5552345,-94.6104822
5/26/17,"Mount Joy, PA",40.11,-76.503,33.4529466,-84.1540207
5/27/17,"San Antonio, TX",29.424,-98.494,44.4182258,-88.4649883
5/27/17,"Mile Square Park, Fountain Valley, CA",33.721,-117.94,41.9871959,-70.7419417
5/27/17,"Court Square, Memphis, TN",35.147,-90.052,37.681045,-97.4610535
5/27/17,"St. Cloud, MN",45.558,-94.163,37.6471385,-121.912488
5/27/17,"Hampton, GA",33.387,-84.283,30.2395128,-97.6912697
5/27/17,"Appleton, WI",44.262,-88.415,36.2142575,-115.013812
5/27/17,"Brockton, MA",42.083,-71.018,30.2395128,-97.6912697
5/27/17,"Wichita, KS",37.687,-97.33,36.2142575,-115.013812
5/27/17,"Berkeley, CA",37.872,-122.273,38.6356988,-90.2445816
5/28/17,"Austin, TX",30.267,-97.743,44.8980363,-89.757823
5/28/17,"Las Vegas, NV",36.17,-115.14,30.0534195,-89.9345018
5/29/17,"Austin, TX",30.267,-97.743,41.8060534,-72.7329157
5/29/17,"Las Vegas, NV",36.17,-115.14,45.7716737,-122.4859027
5/29/17,"St. Louis, MO",38.627,-90.199,35.7898464,-78.650624
5/29/17,"Shrine Circus, Wausau, WI",44.959,-89.651,38.5580187,-95.2789618
5/30/17,"New Orleans, LA",29.951,-90.072,33.0236041,-116.7761174
5/30/17,"East Hartford, CT",41.763,-72.613,33.0236041,-116.7761174
5/30/17,"Vancouver, WA",45.632,-122.672,40.0093755,-75.1333459
5/30/17,"Raleigh, NC",35.78,-78.638,39.7572579,-89.6620322
5/30/17,"Ottawa, KS",38.616,-95.269,39.7572579,-89.6620322
5/30/17,"Vista, CA",33.2,-117.243,33.0236041,-116.7761174
5/30/17,"Vista, CA",33.2,-117.243,38.0376579,-78.4853806
5/30/17,"Philadelphia, PA",39.953,-75.165,36.7610058,-119.6550193
5/30/17,"Springfield, IL",39.782,-89.65,34.3587415,-119.1331432
5/30/17,"Springfield, IL",39.782,-89.65,34.3587415,-119.1331432
5/30/17,"San Diego, CA",32.716,-117.161,39.1969272,-84.5441868
5/31/17,"Charlottesville, VA",38.029,-78.477,38.0376579,-78.4853806
5/31/17,"Fresno, CA",36.747,-119.773,38.0200703,-87.5861659
5/31/17,"Camarillo, CA",34.216,-119.038,43.0065163,-76.1961336
5/31/17,"Camarillo, CA",34.216,-119.038,58.6435233,-134.2811673
5/31/17,"Inwood Park, Mount Auburn, KY",39.125,-84.512,33.0236041,-116.7761174
5/31/17,"Charlottesville, VA",38.029,-78.477,25.6105796,-80.4991365
5/31/17,"Evansville, IN",37.972,-87.571,37.2207774,-121.6906224
6/1/17,"Syracuse, NY",43.048,-76.147,42.2846636,-83.2619533
6/1/17,"Juneau, AK",58.302,-134.42,43.8083479,-70.3303753
6/1/17,"San Diego, CA",32.716,-117.161,38.9041031,-77.017229
6/1/17,"Miami, FL",25.762,-80.192,40.6678828,-111.9242397
6/1/17,"Palo Alto, CA",37.442,-122.143,34.1963983,-118.2618616
6/1/17,"Detroit, MI",42.331,-83.046,39.005441,-94.3433259
6/1/17,"Portland, ME",43.661,-70.255,44.4633293,-73.0694101
6/1/17,"Washington, DC",38.907,-77.037,37.531399,-77.4760085
6/2/17,"Salt Lake City, UT",40.761,-111.891,42.642711,-70.8651073
6/2/17,"Diamond Bar, CA",34.029,-117.81,39.9695753,-83.0068645
6/2/17,"Kansas City, MO",39.1,-94.579,41.2274128,-73.3670614
6/2/17,"Burlington, VT",44.476,-73.212,33.7298275,-116.0022389
6/2/17,"Richmond, VA",37.541,-77.436,36.5833337,-79.4080707
6/2/17,"Lynn, MA",42.467,-70.949,40.0949699,-105.3976911
6/2/17,"Columbus, OH",39.961,-82.999,40.0949699,-105.3976911
6/2/17,"Newtown, CT",41.414,-73.304,38.3280675,-81.5235156
6/2/17,"Riverside, CA",33.953,-117.396,38.3280675,-81.5235156
6/2/17,"Danville, VA",36.586,-79.395,41.760392,-81.7242168
6/3/17,"Boulder, CO",40.015,-105.271,40.4697574,-79.9804515
6/3/17,"Boulder, CO",40.015,-105.271,42.752759,-78.7781922
6/3/17,"Charleston, WV",38.35,-81.633,40.5655273,-74.6199378
6/3/17,"Charleston, WV",38.35,-81.633,40.7766419,-73.9701871
6/3/17,"Cleveland, OH",41.499,-81.694,38.9041031,-77.017229
6/3/17,"Pittsburgh, PA",40.441,-79.996,38.9041031,-77.017229
6/3/17,"Niagara Square, Buffalo, NY",42.886,-78.879,26.649124,-80.4483739
6/3/17,"Bedminster Township, NJ",40.669,-74.68,39.7618502,-104.8811054
6/3/17,"New York, NY",40.713,-74.006,45.5476932,-122.4171728
6/3/17,"Washington, DC",38.907,-77.037,34.1963983,-118.2618616
6/3/17,"Lafayette Square, Washington, DC",38.9,-77.037,47.4905993,-121.833996
6/3/17,"Palm Beach, FL",26.706,-80.036,43.8083479,-70.3303753
6/3/17,"Commons Park, Denver, CO",39.757,-105.005,36.1691287,-86.7847898
6/3/17,"Terry Schrunk Plaza, Portland, OR",45.515,-122.678,41.8942937,-87.6454546
6/3/17,"Los Angeles, CA",34.052,-118.244,30.2395128,-97.6912697
6/3/17,"Cal Anderson Park, Seattle, WA",47.606,-122.332,33.6756872,-117.7772068
6/3/17,"Portland, ME",43.661,-70.255,40.734015,-119.6622724
6/3/17,"Nashville, TN",36.163,-86.782,42.3385513,-71.018253
6/3/17,"Federal Plaza, Chicago, IL",41.879,-87.63,33.0236041,-116.7761174
6/3/17,"Austin, TX",30.267,-97.743,38.5032331,-92.2800271
6/3/17,"Fountain Valley, CA",33.709,-117.954,38.6356988,-90.2445816
6/3/17,"City Plaza, Reno, NV",39.526,-119.812,47.1221055,-112.3828899
6/3/17,"Boston, MA",42.36,-71.059,36.2142575,-115.013812
6/3/17,"Mission Bay Park, San Diego, CA",32.789,-117.21,35.0540019,-106.6690645
6/3/17,"Jefferson City, MO",38.577,-92.174,44.0023492,-102.8238015
6/3/17,"St. Louis, MO",38.627,-90.199,40.855226,-99.0749833
6/3/17,"Helena, MT",46.588,-112.025,35.2468623,-80.8338317
6/3/17,"Las Vegas, NV",36.17,-115.14,35.6093739,-82.5304154
6/3/17,"Albuquerque, NM",35.085,-106.606,35.7898464,-78.650624
6/3/17,"Rapid City, SD",44.081,-103.231,35.3082717,-79.4927248
6/3/17,"Kearney, NE",40.699,-99.082,43.0065163,-76.1961336
6/3/17,"Romare Bearden Park, Charlotte, NC",35.227,-80.848,43.2427273,-75.4342824
6/3/17,"Asheville, NC",35.595,-82.551,38.0376579,-78.4853806
6/3/17,"Bicentennial Plaza, Raleigh, NC",35.782,-78.639,29.857273,-95.3930371
6/3/17,"Pinehurst, NC",35.195,-79.469,40.2099992,-75.3702011
6/3/17,"Syracuse, NY",43.048,-76.147,40.0093755,-75.1333459
6/3/17,"New Hartford, NY",43.073,-75.288,33.3465408,-112.4955335
6/3/17,"Charlottesville, VA",38.029,-78.477,36.3378359,-94.2562236
6/3/17,"Houston, TX",29.76,-95.37,38.4500161,-121.3404408
6/3/17,"Riverfront Park, Pottstown, PA",40.243,-75.652,34.5370572,-120.0399729
6/3/17,"Philadelphia, PA",39.953,-75.165,38.8273831,-104.5274718
6/3/17,"Paradise Valley Park, Phoenix, AZ",33.648,-111.998,39.0194206,-108.4618935
6/3/17,"Rogers, AR",36.332,-94.119,38.1706581,-104.4898924
6/3/17,"Sacramento, CA",38.582,-121.494,26.1935353,-80.4766834
6/3/17,"Santa Barbara, CA",34.421,-119.698,25.6105796,-80.4991365
6/3/17,"Colorado Springs, CO",38.834,-104.821,27.1843855,-82.3658351
6/3/17,"Grand Junction, CO",39.064,-108.551,27.903122,-82.739518
6/3/17,"Pueblo, CO",38.254,-104.609,40.9309412,-90.2137611
6/3/17,"Fort Lauderdale, FL",26.122,-80.137,37.7860959,-89.3812119
6/3/17,"Miami, FL",25.762,-80.192,39.7829759,-86.1357939
6/3/17,"Sarasota, FL",27.336,-82.531,38.9898614,-92.3102022
6/3/17,"St. Petersburg, FL",27.752,-82.627,38.1895321,-85.6576243
6/3/17,"Galesburg, IL",40.948,-90.371,38.0406759,-84.4582738
6/3/17,"Carbondale, IL",37.727,-89.217,38.4001274,-85.4561516
6/3/17,"Indianapolis, IN",39.768,-86.158,39.1969272,-84.5441868
6/3/17,"Columbia, MO",38.952,-92.334,42.3394593,-72.6636936
6/3/17,"Louisville, KY",38.253,-85.758,37.7272391,-123.0322294
6/3/17,"Lexington, KY",38.041,-84.504,32.5771951,-93.8824228
6/3/17,"La Grange, KY",38.408,-85.379,30.2295588,-93.3580154
6/3/17,"Cincinnati, OH",39.103,-84.512,32.2677879,-90.4660171
6/3/17,"Pulaski Park, Northampton, MA",42.317,-72.633,43.9283286,-122.8976901
6/3/17,"San Francisco, CA",37.775,-122.419,30.4593104,-84.2778004
6/3/17,"Shreveport, LA",32.525,-93.75,32.8004582,-79.94248
6/3/17,"Lake Charles, LA",30.227,-93.217,33.0821859,-80.4046966
6/3/17,"Jackson, MS",32.299,-90.185,35.1607616,-85.1977114
6/3/17,"Eugene, OR",44.052,-123.087,37.7272391,-123.0322294
6/3/17,"Tallahassee, FL",30.438,-84.281,37.2873673,-107.8397178
6/3/17,"North Charleston, SC",32.855,-79.975,38.6356988,-90.2445816
6/3/17,"Summerville, SC",33.019,-80.176,33.6756872,-117.7772068
6/3/17,"Chattanooga, TN",35.046,-85.31,37.3990161,-79.1954582
6/3/17,"Golden Gate Bridge, San Francisco, CA",37.819,-122.478,40.4697574,-79.9804515
6/3/17,"Durango, CO",37.275,-107.88,39.7829759,-86.1357939
6/3/17,"St. Louis, MO",38.627,-90.199,38.7382234,-106.3166833
6/3/17,"San Juan Capistrano, CA",33.502,-117.663,34.8572198,-116.1811967
6/3/17,"Lynchburg, VA",37.414,-79.142,40.7296118,-73.5894144
6/3/17,"McKeesport, PA",40.347,-79.864,30.2382631,-85.6315101
6/3/17,"Indianapolis, IN",39.768,-86.158,38.8273831,-104.5274718
6/3/17,"Salida, CO",38.535,-105.999,41.2274128,-73.3670614
6/3/17,"San Bernardino, CA",34.108,-117.29,38.9025365,-80.2313352
6/4/17,"Mineola, NY",40.749,-73.641,42.3394593,-72.6636936
6/4/17,"Panama City, FL",30.159,-85.66,39.2662469,-121.3407809
6/4/17,"Colorado Springs, CO",38.834,-104.821,45.5476932,-122.4171728
6/4/17,"Westport, CT",41.141,-73.358,45.5476932,-122.4171728
6/4/17,"Buckhannon, WV",38.994,-80.232,38.9041031,-77.017229
6/4/17,"Northampton, MA",42.325,-72.641,27.7005283,-80.5747894
6/4/17,"Marysville, CA",39.146,-121.591,40.7605142,-122.0435556
6/4/17,"Portland, OR",45.523,-122.676,48.8426531,-121.8364325
6/4/17,"Portland, OR",45.523,-122.676,43.9082222,-91.1117584
6/4/17,"Washington, DC",38.907,-77.037,42.752759,-78.7781922
6/4/17,"Gifford, FL",27.675,-80.409,43.3951708,-111.6218783
6/4/17,"Redding, CA",40.587,-122.392,33.9092694,-78.9766749
6/4/17,"Bellingham, WA",48.752,-122.479,41.8060534,-72.7329157
6/5/17,"Onalaska, WI",43.884,-91.235,30.3352449,-81.6481132
6/5/17,"Buffalo, NY",42.886,-78.878,36.1324661,-80.2569608
6/5/17,"Idaho Falls, ID",43.492,-112.034,44.9008984,-122.5762602
6/5/17,"Myrtle Beach, SC",33.689,-78.887,39.0970884,-75.5029819
6/5/17,"Hartford, CT",41.764,-72.685,38.5032331,-92.2800271
6/5/17,"Jacksonville, FL",30.332,-81.656,47.6203752,-117.4033714
6/5/17,"Winston-Salem, NC",36.1,-80.244,33.0236041,-116.7761174
6/6/17,"Salem, OR",44.943,-123.035,42.2846636,-83.2619533
6/6/17,"Dover, DE",39.158,-75.524,43.4644751,-77.6646556
6/6/17,"Jefferson City, MO",38.577,-92.174,41.8060534,-72.7329157
6/6/17,"Spokane, WA",47.659,-117.426,41.4388045,-82.179722
6/6/17,"National City, CA",32.678,-117.099,39.9695753,-83.0068645
6/6/17,"Detroit, MI",42.331,-83.046,42.6714928,-82.9108561
6/6/17,"Rochester, NY",43.161,-77.611,44.4687907,-72.1121676
6/6/17,"Hartford, CT",41.764,-72.685,42.4817114,-71.3949166
6/6/17,"Lorain, OH",41.453,-82.182,46.9718426,-100.4620005
6/7/17,"Columbus, OH",39.961,-82.999,35.7898464,-78.650624
6/7/17,"Macomb, MI",42.665,-82.929,31.7664803,-106.2414237
6/7/17,"St. Johnsbury, VT",44.419,-72.015,43.8083479,-70.3303753
6/7/17,"Newton, MA",42.337,-71.209,29.857273,-95.3930371
6/7/17,"Bismarck, ND",46.808,-100.784,42.3385513,-71.018253
6/7/17,"Raleigh, NC",35.78,-78.638,41.3059114,-80.7687013
6/7/17,"El Paso, TX",31.762,-106.485,44.752712,-73.7056429
6/7/17,"Portland, ME",43.661,-70.255,40.7296118,-73.5894144
6/7/17,"Houston, TX",29.76,-95.37,40.7766419,-73.9701871
6/7/17,"Boston, MA",42.36,-71.059,40.7766419,-73.9701871
6/7/17,"Warren, OH",41.238,-80.818,38.7811023,-90.6749153
6/8/17,"Plattsburgh, NY",44.699,-73.453,37.2581957,-93.3406409
6/8/17,"Hempstead, NY",40.706,-73.619,41.8060534,-72.7329157
6/8/17,"New York, NY",40.713,-74.006,40.6678828,-111.9242397
6/8/17,"New York, NY",40.713,-74.006,39.9695753,-83.0068645
6/9/17,"St. Charles, MO",38.788,-90.497,39.9695753,-83.0068645
6/9/17,"Springfield, MO",37.209,-93.292,36.1203177,-95.9418132
6/9/17,"Berlin, CT",41.621,-72.746,38.9041031,-77.017229
6/9/17,"Salt Lake City, UT",40.761,-111.891,39.0620323,-120.7227181
6/9/17,"Columbus, OH",39.961,-82.999,39.0620323,-120.7227181
