date,location,latitude,longitude
1/21/17,"St. Augustine, FL",29.901,-81.312
1/21/17,"Seaside, CA",36.615,-121.822
1/21/17,"South Bend, IN",41.676,-86.252
1/21/17,"Westfield, NJ",40.659,-74.347
1/21/17,"Astoria, OR",46.188,-123.831
1/21/17,"St. George, UT",37.097,-113.568
1/21/17,"Langley, WA",48.04,-122.406
1/21/17,"Winchester, VA",39.186,-78.163
1/21/17,"Glens Falls, NY",43.31,-73.644
1/21/17,"Pacifica, CA",37.614,-122.487
1/21/17,"Pocatello, ID",42.871,-112.446
1/21/17,"Prescott, AZ",34.54,-112.469
1/21/17,"Newark, DE",39.684,-75.75
1/21/17,"Ketchum, ID",43.681,-114.364
1/21/17,"Pasadena, CA",34.148,-118.145
1/21/17,"Hillsborough, NC",36.075,-79.1
1/21/17,"Lancaster, PA",40.038,-76.306
1/21/17,"Amelia Island, FL",30.627,-81.461
1/21/17,"Chillicothe, OH",39.333,-82.982
1/21/17,"Driggs, ID",43.723,-111.111
1/21/17,"Frederick, MD",39.414,-77.411
1/21/17,"Iowa City, IA",41.661,-91.53
1/21/17,"Jackson Hole, WY",43.48,-110.762
1/21/17,"Jonesborough, TN",36.294,-82.473
1/21/17,"Juneau, AK",58.302,-134.42
1/21/17,"Kennebunk, ME",43.385,-70.544
1/21/17,"Milwaukee, WI",43.039,-87.906
1/21/17,"New Smyrna Beach, FL",29.026,-80.927
1/21/17,"Palm Desert, CA",33.722,-116.374
1/21/17,"Rockford, IL",42.271,-89.094
1/21/17,"Savannah, GA",32.084,-81.1
1/21/17,"Sedona, AZ",34.87,-111.761
1/21/17,"Springfield, IL",39.782,-89.65
1/21/17,"Steamboat Springs, CO",40.485,-106.832
1/21/17,"Tulsa, OK",36.154,-95.993
1/21/17,"Woodstock, NY",42.041,-74.118
1/21/17,"Harrisburg, PA",40.273,-76.887
1/21/17,"Mobile, AL",30.695,-88.04
1/21/17,"Modesto, CA",37.639,-120.997
1/21/17,"Mount Vernon, WA",48.421,-122.334
1/21/17,"Homer, AK",59.643,-151.548
1/21/17,"Decorah, IA",43.303,-91.786
1/21/17,"Lafayette, IN",40.417,-86.875
1/21/17,"Old Saybrook, CT",41.296,-72.385
1/21/17,"Pequannock Township, NJ",40.96,-74.297
1/21/17,"Sandpoint, ID",48.277,-116.553
1/21/17,"Yakima, WA",46.602,-120.506
1/21/17,"Casper, WY",42.867,-106.313
1/21/17,"Williamsburg, VA",37.271,-76.707
1/21/17,"Las Cruces, NM",32.32,-106.764
1/21/17,"Rochester, MN",44.012,-92.48
1/21/17,"Wooster, OH",40.805,-81.935
1/21/17,"Murray, KY",36.61,-88.315
1/21/17,"Sharon, PA",41.233,-80.493
1/21/17,"Sitka, AK",57.053,-135.33
1/21/17,"Twisp, WA",48.363,-120.122
1/21/17,"Palmer, AK",61.6,-149.113
1/21/17,"Amarillo, TX",35.222,-101.831
1/21/17,"Lubbock, TX",33.578,-101.855
1/21/17,"Kings Beach, CA",39.238,-120.027
1/21/17,"Port Townsend, WA",48.117,-122.76
1/21/17,"Augusta, GA",33.473,-82.011
1/21/17,"Bishop, CA",37.361,-118.4
1/21/17,"South Lake Tahoe, CA / Stateline, NV",38.959,-119.942
1/21/17,"Aspen, CO",39.191,-106.818
1/21/17,"Berkeley, CA",37.872,-122.273
1/21/17,"Durango, CO",37.275,-107.88
1/21/17,"Elgin, IL",42.035,-88.283
1/21/17,"Shreveport/Bossier, LA",32.525,-93.75
1/21/17,"Morganton, NC",35.745,-81.685
1/21/17,"Pendleton, OR",45.672,-118.789
1/21/17,"Bettendorf, IA",41.561,-90.483
1/21/17,"Bethlehem, PA",40.626,-75.37
1/21/17,"Bismarck, ND",46.808,-100.784
1/21/17,"Clemson, SC",34.683,-82.837
1/21/17,"Houghton, MI",47.121,-88.569
1/21/17,"Idaho Falls, ID",43.492,-112.034
1/21/17,"Melbourne, FL",28.084,-80.608
1/21/17,"Miles City, MT",46.408,-105.841
1/21/17,"Oneonta, NY",42.453,-75.064
1/21/17,"Panama City, FL",30.159,-85.66
1/21/17,"Vermillion, SD",42.779,-96.929
1/21/17,"Visalia, CA",36.33,-119.292
1/21/17,"Gulfport, MS",30.367,-89.093
1/21/17,"Marquette, MI",46.548,-87.396
1/21/17,"Green Valley, AZ",31.854,-110.994
1/21/17,"Oxford, MS",34.366,-89.519
1/21/17,"Cortez, CO",37.349,-108.586
1/21/17,"Cody, WY",44.526,-109.057
1/21/17,"Carbondale, CO",39.402,-107.211
1/21/17,"Crested Butte, CO",38.87,-106.988
1/21/17,"Lander, WY",42.833,-108.731
1/21/17,"Port Jervis, NY",41.375,-74.693
1/21/17,"Plattsburgh, NY",44.699,-73.453
1/21/17,"Keene, NH",42.934,-72.278
1/21/17,"Dubuque, IA",42.501,-90.665
1/21/17,"Lancaster, NH",44.489,-71.569
1/21/17,"Mt. Shasta, CA",41.31,-122.311
1/21/17,"Midland, MI",43.616,-84.247
1/21/17,"Nantucket, MA",41.283,-70.099
1/21/17,"Woodstock, VA",38.882,-78.506
1/21/17,"Athens, OH",39.329,-82.101
1/21/17,"Sequim, WA",48.08,-123.102
1/21/17,"Sheboygan, WI",43.751,-87.715
1/21/17,"Watsonville, CA",36.91,-121.757
1/21/17,"Wyckoff, NJ",41.01,-74.173
1/21/17,"Ocean City, MD",38.337,-75.085
1/21/17,"Valparaiso, IN",41.473,-87.061
1/21/17,"Kodiak, AK",57.79,-152.407
1/21/17,"Bemidji, MN",47.488,-94.886
1/21/17,"Cobleskill, NY",42.678,-74.485
1/21/17,"Brownsville, TX",25.902,-97.497
1/21/17,"Galesburg, IL",40.948,-90.371
1/21/17,"State College, PA",40.793,-77.86
1/21/17,"Black Mountain, NC",35.618,-82.321
1/21/17,"Menomonie, WI",44.876,-91.919
1/21/17,"Grand Forks, ND",47.925,-97.033
1/21/17,"Brighton, MI",42.529,-83.78
1/21/17,"Burbank, CA",34.181,-118.309
1/21/17,"Daytona Beach, FL",29.211,-81.023
1/21/17,"Florence, OR",43.983,-124.1
1/21/17,"Jackson, NH",44.146,-71.185
1/21/17,"Lakeside, OH",41.539,-82.767
1/21/17,"Minocqua, WI",45.871,-89.709
1/21/17,"Provincetown, MA",42.058,-70.179
1/21/17,"Redding, CA",40.587,-122.392
1/21/17,"Tillamook, OR",45.456,-123.844
1/21/17,"West Jefferson, NC",36.404,-81.493
1/21/17,"Port Orford, OR",42.746,-124.497
1/21/17,"Red Bank, NJ",40.347,-74.064
1/21/17,"Beaver, PA",40.695,-80.305
1/21/17,"Brookings, OR",42.053,-124.284
1/21/17,"Vashon, WA",47.447,-122.46
1/21/17,"Soldotna, AK",60.488,-151.058
1/21/17,"Reading, PA",40.336,-75.927
1/21/17,"Eastsound, WA",48.697,-122.906
1/21/17,"Eau Claire, WI",44.811,-91.498
1/21/17,"Ephrata, WA",47.318,-119.554
1/21/17,"Klamath Falls, OR",42.225,-121.782
1/21/17,"Lewes, DE",38.775,-75.139
1/21/17,"Morris, MN",45.592,-95.919
1/21/17,"Nacogdoches, TX",31.604,-94.655
1/21/17,"Ogden, UT",41.223,-111.974
1/21/17,"Palm Springs, CA",33.83,-116.545
1/21/17,"Sag Harbor, NY",40.998,-72.293
1/21/17,"Utica, NY",43.101,-75.233
1/21/17,"Watertown, NY",43.975,-75.911
1/21/17,"Yellow Springs, OH",39.806,-83.887
1/21/17,"Ellensburg, WA",46.997,-120.548
1/21/17,"Sicklerville, NJ",39.717,-74.97
1/21/17,"Oakhurst, CA",37.328,-119.649
1/21/17,"Cooperstown, NY",42.701,-74.924
1/21/17,"Coos Bay, OR",43.367,-124.218
1/21/17,"Fort Atkinson, WI",42.929,-88.837
1/21/17,"Green Bay, WI",44.519,-88.02
1/21/17,"Harwich, MA",41.672,-70.062
1/21/17,"Hood River, OR",45.705,-121.521
1/21/17,"Kaunakakai (Molokai), HI",21.093,-157.024
1/21/17,"Longview, WA",46.138,-122.938
1/21/17,"Moab, UT",38.573,-109.55
1/21/17,"New Haven, CT",41.308,-72.928
1/21/17,"Ocala, FL",29.187,-82.14
1/21/17,"Ontario, CA",34.063,-117.651
1/21/17,"Plymouth, WI",43.749,-87.977
1/21/17,"Statesboro, GA",32.449,-81.783
1/21/17,"Leonia, NJ",40.861,-73.988
1/21/17,"Ridgecrest, CA",35.622,-117.671
1/21/17,"St. Mary of the Woods, IN",39.511,-87.467
1/21/17,"La Grande, OR",45.325,-118.088
1/21/17,"Kanab, UT",37.047,-112.526
1/21/17,"Ketchikan, AK",55.342,-131.646
1/21/17,"Ocean Shores, WA",46.974,-124.156
1/21/17,"Troy, OH",40.039,-84.203
1/21/17,"Vancouver, WA",45.632,-122.672
1/21/17,"Wausau, WI",44.959,-89.63
1/21/17,"West Chester, PA",39.961,-75.605
1/21/17,"Haines, AK",59.236,-135.445
1/21/17,"Broomfield, CO",39.921,-105.087
1/21/17,"Greenville, NC",35.613,-77.366
1/21/17,"Indiana, PA",40.621,-79.153
1/21/17,"Port Angeles, WA",48.118,-123.431
1/21/17,"San Clemente, CA",33.427,-117.612
1/21/17,"Vallejo, CA",38.104,-122.257
1/21/17,"Wichita Falls, TX",33.914,-98.493
1/21/17,"Yucca Valley, CA",34.114,-116.432
1/21/17,"Francestown, NH",42.988,-71.813
1/21/17,"Pierre, SD",44.368,-100.351
1/21/17,"Tisbury, MA",41.456,-70.614
1/21/17,"Alliance, NE",42.093,-102.87
1/21/17,"Loup City, NE",41.276,-98.967
1/21/17,"Staunton, VA",38.15,-79.072
1/21/17,"Bakersfield, CA",35.373,-119.019
1/21/17,"Sanford, ME",43.439,-70.774
1/21/17,"Ocracoke, NC",35.115,-75.981
1/21/17,"Cordova, AK",60.542,-145.753
1/21/17,"Eastport, ME",44.906,-66.99
1/21/17,"Gustavus, AK",58.413,-135.737
1/21/17,"El Centro, CA",32.792,-115.563
1/21/17,"Lompoc, CA",34.639,-120.458
1/21/17,"Martha's Vineyard, MA",41.38,-70.645
1/21/17,"Nevada City, CA",39.262,-121.016
1/21/17,"Pikeville, KY",37.479,-82.519
1/21/17,"Taos, NM",36.407,-105.573
1/21/17,"Fredonia, NY",42.44,-79.332
1/21/17,"Lubec, ME",44.859,-66.984
1/21/17,"Mankato, MN",44.164,-93.999
1/21/17,"Nome, AK",64.501,-165.406
1/21/17,"Unalaska (Dutch Harbor), AK",53.884,-166.533
1/21/17,"Clarion, PA",41.215,-79.385
1/21/17,"Salinas, CA",36.678,-121.656
1/21/17,"San Bernardino, CA",34.108,-117.29
1/21/17,"Vinalhaven, ME",44.049,-68.837
1/21/17,"Midland, TX",31.997,-102.078
1/21/17,"Bethel, AK",60.792,-161.756
1/21/17,"Mooresville, NC",35.585,-80.81
1/21/17,"Wilmington, OH",39.445,-83.829
1/21/17,"Longville, MN",46.986,-94.211
1/21/17,"Petersburg, AK",56.812,-132.956
1/21/17,"Seward, AK",60.104,-149.442
1/21/17,"Ellsworth, ME",44.543,-68.419
1/21/17,"Kingston, WA",47.799,-122.498
1/21/17,"Mentone, AL",34.58,-85.591
1/21/17,"St. Joseph, MI",42.094,-86.49
1/21/17,"Tenants Harbor, ME",43.968,-69.209
1/21/17,"Greensburg, IN",39.337,-85.484
1/21/17,"Bloomsburg, PA",41.004,-76.455
1/21/17,"College Station, TX",30.628,-96.334
1/21/17,"Ely, MN",47.903,-91.867
1/21/17,"Encinitas (Seacrest), CA",33.052,-117.285
1/21/17,"Kawaihae, HI",20.035,-155.828
1/21/17,"Portales, NM",34.186,-103.334
1/21/17,"Southborough, MA",42.306,-71.525
1/21/17,"Clare, MI",43.819,-84.769
1/21/17,"Deming, NM",32.269,-107.759
1/21/17,"Salida, CO",38.535,-105.999
1/21/17,"Angola, IN",41.635,-84.999
1/21/17,"Compton, CA",33.896,-118.22
1/21/17,"Sault Ste Marie, MI",46.495,-84.345
1/21/17,"Springfield, MA",42.101,-72.59
1/21/17,"Unalakleet, AK",63.873,-160.788
1/21/17,"Lake Havasu City, AZ",34.484,-114.322
1/21/17,"Annville, PA",40.33,-76.515
1/21/17,"Eagle Pass, TX",28.709,-100.5
1/21/17,"Talkeetna, AK",62.321,-150.107
1/21/17,"Utqiagvik (Barrow), AK",71.291,-156.789
1/21/17,"Nederland, CO",39.961,-105.511
1/21/17,"Corpus Christi, TX",27.801,-97.396
1/21/17,"Palmdale, CA",34.579,-118.116
1/21/17,"Bridgewater, MA",41.99,-70.975
1/21/17,"Beaufort, SC",32.432,-80.67
1/21/17,"Adak, AK",51.88,-176.658
1/21/17,"Falmouth, MA",41.553,-70.609
1/21/17,"Sandy, OR",45.397,-122.261
1/21/17,"Lewis, NY",44.275,-73.566
1/22/17,"Fort Collins, CO",40.585,-105.084
1/22/17,"St. Paul, MN",44.954,-93.09
1/23/17,"Salt Lake City, UT",40.77,-111.872
1/23/17,"Kansas Statehouse, Topeka, KS",39.048,-95.678
1/23/17,"Kansas Statehouse, Wichita, KS",37.681,-97.39
1/23/17,"Atlanta, GA",33.749,-84.388
1/23/17,"Boone, NC",36.217,-81.675
1/24/17,"State Capitol Building, Des Moines, IA",41.591,-93.604
1/24/17,"St. Paul, MN",44.954,-93.09
1/24/17,"State Capital Building, Austin, TX",30.275,-97.74
1/25/17,"White House, Washington, DC",38.898,-77.037
1/25/17,"City Hall, Kansas City, MO",39.101,-94.578
1/25/17,"Nashville, TN",36.163,-86.778
1/25/17,"University of Colorado, Boulder, CO",40.008,-105.266
1/26/17,"Philadelphia, PA",39.951,-75.157
1/26/17,"Greensboro, NC",36.073,-79.792
1/26/17,"Grand Rapids, MI",42.966,-85.669
1/26/17,"Ped Mall, Iowa City, IA",41.66,-91.533
1/27/17,"National Mall, Washington, DC",38.89,-77.023
1/27/17,"Minneapolis, MN",44.978,-93.265
1/27/17,"Downtown Dover, Dover, NH",43.197,-70.873
1/27/17,"Bowling Green, KY",36.969,-86.481
1/27/17,"Denver International Airport, Denver, CO",39.856,-104.674
1/27/17,"Fresno, CA",36.747,-119.773
1/27/17,"Indianapolis International Airport, Indianapolis, IN",39.717,-86.296
1/27/17,"Miami-Ade County Hall, Miami, FL",25.776,-80.197
1/27/17,"University of New Mexico, Albuquerque, NM",35.084,-106.62
1/28/17,"Denver, CO",39.77,-104.905
1/28/17,"Lincoln, NE",40.826,-96.685
1/28/17,"Idaho State Capitol, Boise, ID",43.618,-116.2
1/28/17,"Savannah Civic Center, Savannah, GA",32.077,-81.097
1/28/17,"Neal Smith Federal Building, Des Moines, IA",41.586,-93.62
1/28/17,"Missoula, MT",46.879,-113.997
1/28/17,"JFK Airport, New York, NY",40.641,-73.778
1/28/17,"Seattle-Tacoma International Airport, Seattle, WA",47.45,-122.309
1/28/17,"SFO Airport, San Francisco, CA",37.621,-122.379
1/28/17,"O'Hare Airport, Chicago, IL",41.974,-87.907
1/28/17,"Denver International Airport, Denver, CO",39.856,-104.674
1/28/17,"Dulles Airport, Dulles, VA",38.953,-77.457
1/28/17,"Fresno Airport, Fresno, CA",36.776,-119.718
1/28/17,"Pittsburgh, PA",40.441,-79.996
1/28/17,"State House, Boston, MA",42.359,-71.064
1/28/17,"Boston Chinatown Gate, Boston, MA",42.351,-71.06
1/28/17,"Minneapolis-St. Paul International Airport, Minneapolis, MN",44.885,-93.222
1/28/17,"Newark Liberty International Airport, Newark, NJ",40.69,-74.174
1/28/17,"Buffalo Niagra International Airport, Buffalo, NY",42.94,-78.73
1/28/17,"Hastings-on-Hudson, NY",40.996,-73.884
1/28/17,"DFW International Airport, Dallas, TX",32.9,-97.04
1/28/17,"Bush Intercontinental Airport, Houston, TX",29.99,-95.337
1/28/17,"Main Street Park, Rutland City, VT",43.608,-72.972
1/28/17,"Tampa International Airport, Tampa, FL",27.983,-82.537
1/28/17,"Madison, WI",43.073,-89.401
1/28/17,"Portland International Airport, Portland, OR",45.59,-122.595
1/28/17,"Reno-Tahoe International Airport, Reno, NV",39.5,-119.768
1/28/17,"San Diego International Airport, San Diego, CA",32.734,-117.193
1/28/17,"St. Louis, MO",38.627,-90.199
1/29/17,"TD Bank, Bangor, ME",44.839,-68.748
1/29/17,"City Hall, Colorado Springs, CO",38.836,-104.821
1/29/17,"Copley Plaza, Boston, MA",42.349,-71.076
1/29/17,"Albany International Airport, Albany, NY",42.749,-73.805
1/29/17,"Hatsfield-Jackson Aiport, Atlanta, GA",33.641,-84.428
1/29/17,"Austin-Bergstrom International Airport, Austin, TX",30.197,-97.666
1/29/17,"Baltimore, MD",39.29,-76.612
1/29/17,"Portland International Jetport, Portland, ME",43.646,-70.31
1/29/17,"Birmingham-Shuttlesworth Airport, Birmingham, AL",33.562,-86.754
1/29/17,"Bloomington, IN",39.165,-86.526
1/29/17,"Boise Airport, Boise, ID",43.566,-116.222
1/29/17,"Chapel Hill, NC",35.913,-79.056
1/29/17,"Charlotte Douglas International Airport, Charlotte, NC",35.214,-80.947
1/29/17,"Cleveland Hopkins Airport, Cleaveland, OH",41.412,-81.848
1/29/17,"Nashville, TN",36.163,-86.782
1/29/17,"Dayton, OH",39.759,-84.192
1/29/17,"Albuquerque International Sunport, Albuquerque, NM",35.085,-106.606
1/29/17,"Denver International Airport, Denver, CO",39.856,-104.674
1/29/17,"Detroit Airport, Detroit, MI",42.216,-83.355
1/29/17,"Hamtramck, MI",42.393,-83.05
1/29/17,"Los Angeles International Airport, Los Angeles, CA",33.942,-118.409
1/29/17,"Houston, TX",29.76,-95.37
1/29/17,"Eugene, OR",44.052,-123.087
1/29/17,"Ford Airport, Grand Rapids, MI",42.885,-85.525
1/29/17,"Green Bay, WI",44.519,-88.02
1/29/17,"Honolulu Airport, Honolulu, HI",21.325,-157.925
1/29/17,"Indianapolis Airport, Indianapolis, IN",39.717,-86.296
1/29/17,"Kansas City Airport, Kansas City, MO",39.301,-94.713
1/29/17,"Phoenix International Airport, Phoenix, AZ",33.437,-112.008
